,f1_scores,upsample,labs
0,0.8057553956834532,True,labF
1,0.760705289672544,False,labFnoUp
2,0.7892156862745098,True,labS
3,0.7431421446384041,False,labSnoUp
4,0.7463414634146341,True,labT
5,0.737913486005089,False,labTnoUp
6,0.7727272727272727,True,lab0
7,0.7433155080213903,False,lab0noUp
